"as_of_date","borrower_contract_reference_number","borrower_country","borrower_country_code","contract_description","contract_signing_date","fiscal_year","major_sector","procurement_category","procurement_method","procurement_type","product_line","project_id","project_name","region","supplier","supplier_contract_amount_usd","supplier_country","supplier_country_code","wb_contract_number"
"2018-04-10T00:00:00.000","NO. 038/2016/MDBAJEJ/PDC/ST","Togo","TG","Contrat e service entre le ST PDC+ et la CR Kara en charge d","2016-10-12T00:00:00.000","2017","Water/Sanit/Waste","CONSULTANT SERVICES","Consultant Qualification  Selection","Management /Technical Advice","IBRD/IDA","P127200","TG Community Development and Safety Nets","AFRICA","CROIX ROUGE KARA","213904.68","Togo","TG","1543729"
"2018-04-10T00:00:00.000","NO. 025/2016/MDBAJEJ/PDC/ST","Togo","TG","Contrat de Service entre le ST PDC+ et TRAX Togo en charge d","2016-10-12T00:00:00.000","2017","Water/Sanit/Waste","CONSULTANT SERVICES","Consultant Qualification  Selection","Management /Technical Advice","IBRD/IDA","P127200","TG Community Development and Safety Nets","AFRICA","TRAX TOGO","222409.46","Togo","TG","1543733"
"2018-04-10T00:00:00.000","NO. 026/2016/MDBAJEJ/PDC/ST","Togo","TG","Contrat de service entre le ST PDC+ et ADESCO pour la fourni","2016-10-12T00:00:00.000","2017","Water/Sanit/Waste","CONSULTANT SERVICES","Consultant Qualification  Selection","Management /Technical Advice","IBRD/IDA","P127200","TG Community Development and Safety Nets","AFRICA","ADESCO","280030.12","Togo","TG","1543734"
"2018-04-10T00:00:00.000","NO. 034/2016/MDBAJEJ/PDC/ST","Togo","TG","Contrat de service entre le ST PDC+ et ONG ADRA en charge de","2016-10-11T00:00:00.000","2017","Water/Sanit/Waste","CONSULTANT SERVICES","Consultant Qualification  Selection","Management /Technical Advice","IBRD/IDA","P127200","TG Community Development and Safety Nets","AFRICA","ADRA TOGO","166405.60","Togo","TG","1543735"
"2018-04-10T00:00:00.000","NO. 039/2016/MDBAJEJ/PDC/ST","Togo","TG","Contrat de service entre le ST PDC+ et RADAR en charge de l'","2016-10-14T00:00:00.000","2017","Water/Sanit/Waste","CONSULTANT SERVICES","Consultant Qualification  Selection","Management /Technical Advice","IBRD/IDA","P127200","TG Community Development and Safety Nets","AFRICA","RADAR","101797.29","Togo","TG","1543736"
"2018-04-10T00:00:00.000","114/MITP/CI/PRO-ROUTES/2016","Congo, Democrat","ZR","Travaux de rÃ©paration des panneaux des ateliers mÃ©tallique","2016-11-18T00:00:00.000","2017","Transportation","CIVIL WORKS","Direct Selection","Works, Infrastructure","IBRD/IDA","P101745","High Priority Reopening & Maintenance","AFRICA","SOCIETE MATIERE S.A.S","386662.89","France","FR","1545251"
"2018-04-10T00:00:00.000","S/115/ICB/RP/IDA/2005EFY","Ethiopia","ET","Technical Assistance (TA) for Modernization of the Ethiopian","2016-10-21T00:00:00.000","2017","Transportation","CONSULTANT SERVICES","Quality And Cost-Based Selection","Management /Technical Advice","IBRD/IDA","P117731","Ethiopia-Transport Sector Project","AFRICA","SMEC INTERNATIONAL PTY LTD","3525994.13","Australia","AU","1544362"
"2018-04-10T00:00:00.000","#","Lesotho","LS","Professional Services for the Phase II Hydropower Feasibilit","2016-10-17T00:00:00.000","2017","Water/Sanit/Waste","CONSULTANT SERVICES","Quality And Cost-Based Selection","Feasibility Studies","IBRD/IDA","P108143","LS-Water Sector Imp. Proj (Second Phase)","AFRICA","EDF/GIBB/MULTICONSULT CONSORTIUM","2526542.91","France","FR","1545552"
"2018-04-10T00:00:00.000","PIU/HSSP: 11/2016 TA","Liberia","LR","Provision of Consultant Services for Technical Assistance fo","2016-11-15T00:00:00.000","2017","Health","CONSULTANT SERVICES","Single Source Selection","Management /Technical Advice","IBRD/IDA","P128909","LR-Health Systems Strengthening (FY13)","AFRICA","ERIC BIGIRIMANA","41796.00","Burundi","BI","1543961"
"2018-04-10T00:00:00.000","415/IDA-CAM/DG/DAF/DPA/16","Central Africa","3T","Fourniture et installation de la signalization lumineuse de","2016-11-30T00:00:00.000","2017","Transportation","GOODS","International Competitive Bidding","Equipment, Transportation","IBRD/IDA","P079736","3A-CEMAC Transp Transit Facil (FY07)","AFRICA","ELECTROSISTEMAS BACH S.A","1055775.40","Spain","ES","1545514"
"2018-04-10T00:00:00.000","2016-0-0-0653/02-22","Cote d'Ivoire","CI","Confection de trente-six milles (36 000) planches pedagogiqu","2016-11-02T00:00:00.000","2017","Education","GOODS","Direct Selection","Equipment, Educational","Recipient Executed A","P119328","CI - Emerg.Basic Edu Supp Proj (BESP)","AFRICA","NEI-CEDA","484208.64","Cote d'Ivoire","CI","1543966"
"2018-04-10T00:00:00.000","MNREE/MGGSP/ COMP-C/C/02","Malawi","MW","CONSULTANCY SERVICE FOR INTERPRETATION OF HIGH RESOLUTION AI","2016-10-31T00:00:00.000","2017","Energy & Extractives","CONSULTANT SERVICES","Quality And Cost-Based Selection","Geological/Geophysical Services","IBRD/IDA","P120825","MW: Mining Technical Assistance Project","AFRICA","GEOLOGOCAL SURVEY OF FINLAND","437831.45","Finland","FI","1545887"
"2018-04-10T00:00:00.000","D/1148/A3","Senegal","SN","TRAVAUX DE REHABILITATION ET DE BITUMAGE DE LA ROUTE LOMPOUL","2017-02-01T00:00:00.000","2017","Transportation","CIVIL WORKS","International Competitive Bidding","Works, Infrastructure","IBRD/IDA","P101415","SN-Transport & Urban Mobility (FY10)","AFRICA","POWER CONSTRUCTION CORPORATION OF CHINA LTD. (PCCC)","17551078.28","China","CN","1545173"
"2018-04-10T00:00:00.000","NÂ°D/1148/A3","Senegal","SN","TRAVAUX DE REHABILITATION ET DE BITUMAGE DE LA ROUTE LOMPOUL","2017-01-26T00:00:00.000","2017","Transportation","CIVIL WORKS","International Competitive Bidding","Works, Maintenance and Rehabilitation","IBRD/IDA","P101415","SN-Transport & Urban Mobility (FY10)","AFRICA","GROUPEMENT HENAN CHINE SN S.A/HENAN","13589161.27","Senegal","SN","1545096"
"2018-04-10T00:00:00.000","NO. 020/VSBG/CG/FSRDC/09/2016","Africa","3A","APPUI AU CENTRE INTEGRE EXISTANT EN FAVEUR DES SURVIVANTS DE","2016-10-15T00:00:00.000","2017","Health","CONSULTANT SERVICES","Single Source Selection","Health Services","IBRD/IDA","P147489","Great Lakes Emergency Women's Health Pr","AFRICA","HEAL AFRICA","1343598.00","Congo, Democrat","ZR","1544187"
"2018-04-10T00:00:00.000","NO.386/CMRAP/PRRAP/COORDO/EPM/10","Congo, Democrat","ZR","CABINET CHARGE DE METTRE EN PLACE UN MECANISME DE REGLEMENT","2016-10-24T00:00:00.000","2017","Public Admin","CONSULTANT SERVICES","Quality And Cost-Based Selection","Project Management","IBRD/IDA","P122229","DRC Public Service Reform and Rejuv","AFRICA","KYGOULE GROUP CONSULTING","314000.00","Burkina Faso","BF","1544280"
"2018-04-10T00:00:00.000","NO.188/CMRAP/PRRAP/COORDO/EPM/04","Congo, Democrat","ZR","CONSULTANT (CABINET) CHARGE DE L'IDENTIFICATION BIOMETRIQUE","2016-10-25T00:00:00.000","2017","Public Admin","CONSULTANT SERVICES","Quality And Cost-Based Selection","Project Management","IBRD/IDA","P122229","DRC Public Service Reform and Rejuv","AFRICA","SIMAC-STÉ INFORMATIQUE DE MGMT ET COM","3225000.00","Tunisia","TN","1544281"
"2018-04-10T00:00:00.000","NO.188/CMRAP/PRRAP/COORDO/EPM/04","Congo, Democrat","ZR","CONSULTANT (CABINET) CHARGE DE L'IDENTIFICATION BIOMETRIQUE","2016-10-25T00:00:00.000","2017","Public Admin","CONSULTANT SERVICES","Quality And Cost-Based Selection","Project Management","IBRD/IDA","P122229","DRC Public Service Reform and Rejuv","AFRICA","SIMAC-STÉ INFORMATIQUE DE MGMT ET COM","3225000.00","Tunisia","TN","1544282"
"2018-04-10T00:00:00.000","NO. 019/VSBG/CG/FSRDC/10/2016","Africa","3A","APPUI AU CENTRE INTEGRE EXISTANT EN FAVEUR DES SURVIVANTS DE","2016-10-15T00:00:00.000","2017","Health","CONSULTANT SERVICES","Single Source Selection","Health Services","IBRD/IDA","P147489","Great Lakes Emergency Women's Health Pr","AFRICA","FONDATION PANZI","1569994.00","Congo, Democrat","ZR","1544184"
"2018-04-10T00:00:00.000","018/IDA/MINIPLAN/INS/PDS/CEP/BMS","Congo, Democrat","ZR","CONTRAT DE FOURNITURE DES 450 MOTOCYCLETTES ET 1800 CASQUES","2016-11-11T00:00:00.000","2017","Public Admin","GOODS","National Competitive Bidding","Equipment, Transportation","IBRD/IDA","P150148","DRC - Statistics Development Project","AFRICA","PRODIMPEX","1503000.00","Congo, Democrat","ZR","1545121"
"2018-04-10T00:00:00.000","018/IDA/MINPLAN/INS/PDS/CEP/BMS/","Congo, Democrat","ZR","Avenant No. 2 au contrat de fourniture des 450 motocyclettes","2017-06-06T00:00:00.000","2017","Public Admin","GOODS","National Competitive Bidding","Equipment, Transportation","IBRD/IDA","P150148","DRC - Statistics Development Project","AFRICA","PRODIMPEX","89000.00","Congo, Democrat","ZR","1547360"
"2018-04-10T00:00:00.000","#","Cote d'Ivoire","CI","Contrat de bail: une villa de 16 pieces et 2 grands espaces","2016-10-21T00:00:00.000","2017","Health","NON-CONSULTING SERVICES","Direct Selection","Administrative Services","IBRD/IDA","P147740","Health Systems Strengthen. & Ebola Prep.","AFRICA","MONSIEUR KAMAGNINI TIO","60416.64","Cote d'Ivoire","CI","1544479"
"2018-04-10T00:00:00.000","S/09/ICB/RP/IDA/2007EFY","Ethiopia","ET","Consultancy Services for Nekemte-Bure Road Upgrading Project","2016-10-25T00:00:00.000","2017","Transportation","CONSULTANT SERVICES","Quality And Cost-Based Selection","Construction Supervision","IBRD/IDA","P131118","Ethiopia - Road Sector Support Project","AFRICA","KUNHWA ENGINEERING & CONSULTING CO","3296498.47","Korea, Democrat","KP","1543693"
"2018-04-10T00:00:00.000","NO. 00797/2016/AMI/MERF-REDD+/PI","Togo","TG","Etude approfondie sur la dynamique de l'utilisation du bois","2016-11-15T00:00:00.000","2017","Agriculture","CONSULTANT SERVICES","Consultant Qualification  Selection","Feasibility Studies","Carbon Offset","P149942","REDD  Readiness preparation in Togo","AFRICA","ECO-CONSULT SEPP & BUSACKER PARTNERSHI","94320.15","Germany","DE","1545346"
"2018-04-10T00:00:00.000","#","Ghana","GH","Supply and Delivery of (Lots 1,2,3 and 4)
3No. Toyota Landc","2016-11-07T00:00:00.000","2017","Agriculture","GOODS","National Competitive Bidding","Equipment, Transportation","Recipient Executed A","P148183","Ghana FIP - Enhancing Forest Landscapes","AFRICA","M/S TOYOTA GHANA COMPANY LTD","1174308.50","Ghana","GH","1544137"
"2018-04-10T00:00:00.000","MLNR/ENFAL/NCB/GDS/01/2016/1 (LO","Ghana","GH","Lot#1: Supply and Delivery of 3 No Toyota Land cruiser VX","2016-11-01T00:00:00.000","2017","Agriculture","GOODS","National Competitive Bidding","Equipment, Transportation","Recipient Executed A","P148183","Ghana FIP - Enhancing Forest Landscapes","AFRICA","TOYOTA GHANA COMPANY LIMITED","355603.13","Ghana","GH","1544185"
"2018-04-10T00:00:00.000","MLNR/ENFAL/NCB/GDS/01/2016/1 (LO","Ghana","GH","Lot#2: Supply and Delivery of 3 No Toyota Prado","2016-11-01T00:00:00.000","2017","Agriculture","GOODS","National Competitive Bidding","Equipment, Transportation","Recipient Executed A","P148183","Ghana FIP - Enhancing Forest Landscapes","AFRICA","TOYOTA GHANA COMPANY LIMITED","227701.84","Ghana","GH","1544186"
"2018-04-10T00:00:00.000","MLNR/ENFAL/NCB/GDS/01/2016/1 (LO","Ghana","GH","Lot#3: Supply and Delivery of 2 No Toyota Fortuner","2016-11-01T00:00:00.000","2017","Agriculture","GOODS","National Competitive Bidding","Equipment, Transportation","Recipient Executed A","P148183","Ghana FIP - Enhancing Forest Landscapes","AFRICA","TOYOTA GHANA COMPANY LIMITED","97280.47","Ghana","GH","1544188"
"2018-04-10T00:00:00.000","MLNR/ENFAL/NCB/GDS/01/2016/1 (LO","Ghana","GH","Lot#4: Supply and Delivery of 13 No Toyota Hilux Regular","2016-11-01T00:00:00.000","2017","Agriculture","GOODS","National Competitive Bidding","Equipment, Transportation","Recipient Executed A","P148183","Ghana FIP - Enhancing Forest Landscapes","AFRICA","TOYOTA GHANA COMPANY LIMITED","493723.06","Ghana","GH","1544189"
"2018-04-10T00:00:00.000","MLNR/ENFAL/NCB/GDS/01/2016/5 (LO","Ghana","GH","Lot#5: Supply and Delivery of 2 No Ford Fusion Titanium Salo","2016-11-01T00:00:00.000","2017","Agriculture","GOODS","National Competitive Bidding","Equipment, Transportation","Recipient Executed A","P148183","Ghana FIP - Enhancing Forest Landscapes","AFRICA","MECHANICAL LLOYD COMPANY LIMITED","75801.36","Ghana","GH","1544191"
"2018-04-10T00:00:00.000","NO 04-052/2016","Congo, Democrat","ZR","MISSION DE MISE EN Ã UVRE DU SYSTEME DE TELE-PROCEDURES POU","2016-11-14T00:00:00.000","2017","Energy & Extractives","CONSULTANT SERVICES","Single Source Selection","ICT/Telecommunications Services","IBRD/IDA","P106982","DRC-Growth w/ Gov in Mineral Sector","AFRICA","ALEXANDRE SOUBRIE","84694.95","France","FR","1544669"
"2018-04-10T00:00:00.000","NO. 04-059/PROMINES/2016","Congo, Democrat","ZR","FORMATION DES FORMATEURS POUR LE PROGRAMME DE FORMATION AU S","2016-10-24T00:00:00.000","2017","Energy & Extractives","CONSULTANT SERVICES","Consultant Qualification  Selection","Institution building","IBRD/IDA","P106982","DRC-Growth w/ Gov in Mineral Sector","AFRICA","CIDE INC.","186500.00","Canada","CA","1548272"
"2018-04-10T00:00:00.000","2016-0-1-0478/02-49","Cote d'Ivoire","CI","Elaboration du nouveau cadre reglementaire de l'Apprentissag","2016-06-22T00:00:00.000","2017","Education","CONSULTANT SERVICES","Quality And Cost-Based Selection","Education Services","IBRD/IDA","P122546","CI - Emerg. Youth Empl & Skills Dev. Pro","AFRICA","SFERE","85385.44","Cote d'Ivoire","CI","1545343"
"2018-04-10T00:00:00.000","CREDIT IDA 5669","Western Africa","3W","Fourniture du petit materiel de chirurgie de lÃ¢  hydrocele","2017-02-17T00:00:00.000","2017","Health","GOODS","National Competitive Bidding","Equipment, Medical","IBRD/IDA","P149526","Sahel Malaria and NTDs Project","AFRICA","FSE","692599.48","Belgium","BE","1545958"
"2018-04-10T00:00:00.000","CREDIT IDA 5669","Western Africa","3W","Fourniture et Installation du MatÃ©riel de Laboratoire pour","2017-02-17T00:00:00.000","2017","Health","GOODS","National Competitive Bidding","Equipment, Medical","IBRD/IDA","P149526","Sahel Malaria and NTDs Project","AFRICA","FSE","155035.21","Belgium","BE","1545959"
"2018-04-10T00:00:00.000","IDA NÂ°5669 - NE","Western Africa","3W","Fourniture de cent cinquante (150) boite de chirurgie de tri","2017-02-17T00:00:00.000","2017","Health","GOODS","National Competitive Bidding","Pharmaceuticals, Medical Products","IBRD/IDA","P149526","Sahel Malaria and NTDs Project","AFRICA","LDI INTERNATIONAL","23747.81","Belgium","BE","1545846"
"2018-04-10T00:00:00.000","PSCII-WB-0093","Lesotho","LS","A consultant to undertake a comprehensive diagonostic of the","2016-10-24T00:00:00.000","2017","Industry & Trade/Ser","CONSULTANT SERVICES","Quality And Cost-Based Selection","Management /Technical Advice","IBRD/IDA","P144933","LS-Second Pvt. Sector Competitiveness","AFRICA","LINPICO SARLIN CONSORT WITH KOIOS  LLC","376956.80","France","FR","1546144"
"2018-04-10T00:00:00.000","GCAV/W/0012 LOT 4","Gambia, The","GM","Supply installation and beneficiary training of Drip irrigat","2016-11-30T00:00:00.000","2017","Agriculture","GOODS","Limited International Bidding","Equipment, Agricultural","IBRD/IDA","P125024","GM:Commercial Agriculture & Value Chain","AFRICA","MIDAS INTERNATIONAL / GAI ENTERPRISE","2753931.30","United Arab Emi","AE","1544243"
"2018-04-10T00:00:00.000","N 2017/068/1/2/2/036","Guinea","GN","Fourniture, installation de materiel, equipement pour rehabi","2017-03-13T00:00:00.000","2017","Energy & Extractives","GOODS","International Competitive Bidding","Equipment, Electrical","IBRD/IDA","P146696","GN Power Sector Recovery Project","AFRICA","CEGELEC","7448856.79","Morocco","MA","1545880"
"2018-04-10T00:00:00.000","PIU/GEFF: 02/2016 TA","Liberia","LR","Consulting Services as GFF RMNCAH Technical Advisor","2016-11-02T00:00:00.000","2017","Health","CONSULTANT SERVICES","Single Source Selection","Management /Technical Advice","IBRD/IDA","P128909","LR-Health Systems Strengthening (FY13)","AFRICA","LAWRENCE MUMBE","49780.00","Liberia","LR","1543965"
"2018-04-10T00:00:00.000","#","Gabon","GA","Recruitment  for the project coordinator at the High Council","2016-10-25T00:00:00.000","2017","Industry & Trade/Ser","CONSULTANT SERVICES","Single Source Selection","Project Management","IBRD/IDA","P129267","GA- Investment Promotion and Competitiv","AFRICA","YVON CAPITO","87970.55","Gabon","GA","1547161"
"2018-04-10T00:00:00.000","097/IDA/PTM2-SNCC/UPL/2016","Congo, Democrat","ZR","TRAVAUX SUPPLEMENTAIRES DE CONFORTEMENT, DE REPARATION, DE R","2016-11-17T00:00:00.000","2017","Transportation","CIVIL WORKS","Direct Selection","Works, Infrastructure","IBRD/IDA","P092537","DRC-Multi-Modal Transp","AFRICA","SNCC","3484800.00","Congo, Democrat","ZR","1546425"
"2018-04-10T00:00:00.000","IDA 5132-NE","Niger","NE","Assistance technique pour l'appui ÃÆÃÂ  l'ÃÆÃÂ©laborat","2016-10-23T00:00:00.000","2017","Industry & Trade/Ser","CONSULTANT SERVICES","Single Source Selection","Management /Technical Advice","IBRD/IDA","P127204","Competitiveness & Growth Support","AFRICA","LOUIS TÈKO AKAKPO","97263.90","Benin","BJ","1544423"
"2018-04-10T00:00:00.000","NR/0053/CONS/PRODEX/IDA","Niger","NE","Realisation de l audit des comptes des exercices 2016, 2017","2016-12-15T00:00:00.000","2017","Agriculture","CONSULTANT SERVICES","Least Cost Selection","Audit Services","IBRD/IDA","P095210","NE - Agro-Pastoral Export Promotion Proj","AFRICA","COFIMA","30685.30","Benin","BJ","1549319"
"2018-04-10T00:00:00.000","#","Central African","CF","ACQUISITION DES EQUIPEMENTS DES BENEFICIAIRES (OUTILS ET PRO","2016-10-31T00:00:00.000","2017","Social Protection","GOODS","Direct Selection","Equipment, Medical","IBRD/IDA","P152512","CF - LONDO ('Stand-Up') Project","AFRICA","MONITEUR DES TRAVAUX DE CONSTRUCTION","22484.39","Central African","CF","1543823"
"2018-04-10T00:00:00.000","2017/031/1/4/1/2/CP","Guinea","GN","Fourniture, installation, essais et mise en services d equip","2017-02-16T00:00:00.000","2017","Energy & Extractives","CIVIL WORKS","International Competitive Bidding","Works, Maintenance and Rehabilitation","IBRD/IDA","P146696","GN Power Sector Recovery Project","AFRICA","RMT INDUSTRIE - UNDELEKTROTECHNIKGMBH","9275923.45","Germany","DE","1545519"
"2018-04-10T00:00:00.000","08-FR/2016-MSANP/SG/UGP/APUSENS-","Madagascar","MG","FOURNITURE ET LIVRAISON DE 9 058 CARTONS (125 TONNES) DE PLU","2016-11-07T00:00:00.000","2017","Health","CONSULTANT SERVICES","Single Source Selection","Health Services","IBRD/IDA","P131945","MG-Emerg Supp to Critical Ed, Health, Nu","AFRICA","SOCIÉTÉ JB MADAGASCAR","464238.66","Madagascar","MG","1544088"
"2018-04-10T00:00:00.000","N000992/DGMP/DSO2016","Mali","ML","Services de consultants pour l'Ingenieur Conseil (Controle d","2017-02-06T00:00:00.000","2017","Energy & Extractives","CONSULTANT SERVICES","Quality And Cost-Based Selection","Construction Supervision","IBRD/IDA","P131084","ML-Rural Elec. Hybrid System","AFRICA","ARTELIA/CTEXCEI","1213275.96","France","FR","1546067"
"2018-04-10T00:00:00.000","NGP-T6C","Nigeria","NG","Consultancy Services for Technical Assistance for Engineerin","2016-11-01T00:00:00.000","2017","Energy & Extractives","CONSULTANT SERVICES","Quality And Cost-Based Selection","Procurement Technical Assistance","IBRD/IDA","P106172"," NG-Electricity and Gas Improvement","AFRICA","PAKISTAN ENGINEERING SERV./OSKA-JO","1068189.68","Pakistan","PK","1543822"
